PCTimeStamp,P_HD1,P_HD2,P_HD3,P_HD4,P_HD5,P_HD6,P_HD7,P_HD8
2024-05-01 0:00:00+07:00,0.6396639554982638,0.6365857924094344,0.5572438646802815,0.5519518641582838,0.5505460276983316,0.4298360768021065,0.4471367289679612,0.4471367289679612
2024-05-01 0:10:00+07:00,0.5558295592530967,0.5754742209859542,0.5519518641582838,0.6350500984519127,0.5435507212675026,0.47001029040474823,0.5393806381041502,0.5393806381041502
2024-05-01 0:20:00+07:00,0.6442981380659737,0.6949941178949756,0.6156679626025789,0.6749157593392056,0.6396639554982638,0.5004331133605717,0.6765090422739104,0.6765090422739104
2024-05-01 0:30:00+07:00,0.44954959935514893,0.5925998126168013,0.6579305993142764,0.6470107976691538,0.6563638524769012,0.45804537700769044,0.6427511521521414,0.6427511521521414
2024-05-01 0:40:00+07:00,0.5421584351551231,0.6485639941589566,0.763756339567213,0.8641761525420883,0.7753741988616725,0.5435507212675026,0.7823074116334872,0.7823074116334872
2024-05-01 0:50:00+07:00,0.4956666488479822,0.6857142460538919,0.6966156307204561,0.7888401158550904,0.7805707208536403,0.5812692045616802,0.8426986409492135,0.8426986409492135
2024-05-01 1:00:00+07:00,0.5996114248347265,0.6825039670762304,0.661070868162813,0.7353713165038225,0.7650421314418135,0.5657771234598938,0.9042826628004719,0.9042826628004719
2024-05-01 1:10:00+07:00,0.6669832205346137,0.6949941178949756,0.743778117473451,0.8586628911756139,0.8623361403620016,0.661070868162813,0.9080665731587011,0.9080665731587011
2024-05-01 1:20:00+07:00,0.5017079955427003,0.5142224979947544,0.5259682409551392,0.6966156307204561,0.763756339567213,0.5925998126168013,0.8554562084838535,0.8554562084838535
2024-05-01 1:30:00+07:00,0.5129319132681978,0.4821283036099831,0.5168084993999997,0.6685652115130079,0.7719211428233375,0.6025789267517139,0.9209039637346838,0.9209039637346838
2024-05-01 1:40:00+07:00,0.5600792507084372,0.524604749331351,0.5273339909701886,0.6304565669269202,0.7113108737565753,0.5505460276983316,0.8042065981443093,0.8042065981443093
2024-05-01 1:50:00+07:00,0.4589603194651621,0.4893465928988236,0.4734126903354427,0.5838158724070978,0.6841079773694304,0.6350500984519127,0.783611411787638,0.783611411787638
2024-05-01 2:00:00+07:00,0.4843195374522879,0.5697153716704215,0.6201954361831554,0.770198002391064,0.851799897231932,0.8915786584584053,0.9754092001504279,0.9754092001504279
2024-05-01 2:10:00+07:00,0.5740311210701778,0.6809022151742935,0.7650421314418135,0.9285114215860977,0.9813415258381865,0.9988083137404788,1.0329267707966,1.0329267707966
2024-05-01 2:20:00+07:00,0.5093911095003931,0.5300722661740753,0.4013733650609336,0.6040660652971008,0.6365857924094344,0.727437151455338,0.7940891454439015,0.7940891454439015
2024-05-01 2:30:00+07:00,0.42629890760756584,0.36975410224043453,0.33627431947247943,0.4614045949412068,0.5168084993999997,0.594071707021169,0.6485639941589566,0.6485639941589566
2024-05-01 2:40:00+07:00,0.45804537700769044,0.4483423589028662,0.22029195370387955,0.45682686293376723,0.358059598084749,0.31999660170169586,0.6396639554982638,0.6396639554982638
2024-05-01 2:50:00+07:00,0.5042625914590889,0.5208667921958791,0.14822538960659998,0.5068236294449863,0.29375486978794885,0.18400016569405944,0.33106350736692286,0.33106350736692286
2024-05-01 3:00:00+07:00,0.4036606150926933,0.38386560373408724,0.10742644853233954,0.3730509017164157,0.17131979672628753,0.19086103526806197,0.3189765838945221,0.3189765838945221
2024-05-01 3:10:00+07:00,0.327181820838476,0.3063622487085581,0.104372208208878,0.3516133614728071,0.29277712806192885,0.2683888676072631,0.3261505294096614,0.3261505294096614
2024-05-01 3:20:00+07:00,0.33942013294434076,0.30536397288597755,0.06734380761319207,0.31516586078801184,0.11908628109664801,0.1560337815210555,0.2584213413667023,0.2584213413667023
2024-05-01 3:30:00+07:00,0.24796445188561578,0.2702638251904394,0.17954307929536806,0.26396166195392384,0.24175102912096802,0.24527159642611437,0.27497940320248243,0.27497940320248243
2024-05-01 3:40:00+07:00,0.21139488871168804,0.22029195370387955,0.20567817686760007,0.2648906855292813,0.2434844120399999,0.26396166195392384,0.28791257719248703,0.28791257719248703
2024-05-01 3:50:00+07:00,0.23251873247983953,0.24088619008996798,0.23337153003323544,0.26396166195392384,0.2702638251904394,0.2549880832704919,0.23508083021005954,0.23508083021005954
2024-05-01 4:00:00+07:00,0.146071775847408,0.18166963484083948,0.146788412077128,0.24437719897436846,0.2577328779154106,0.28429058659112694,0.30138697476942855,0.30138697476942855
2024-05-01 4:10:00+07:00,0.12821483550190205,0.12227251453999947,0.0,0.14108990289300005,0.13774381111555947,0.161751623055822,0.18244524343523552,0.18244524343523552
2024-05-01 4:20:00+07:00,0.052828517746350036,0.053893753249278066,0.0,0.04270136336128796,0.06135097720337549,0.07507184554635,0.1080729971872875,0.1080729971872875
2024-05-01 4:30:00+07:00,0.10565480782034999,0.08784413904715202,0.0,0.08497322250131553,0.0,0.0,0.08557531031587953,0.08557531031587953
2024-05-01 4:40:00+07:00,0.104372208208878,0.07290259057218756,0.0,0.07347936040819954,0.0,0.07449167939614196,0.0569838231840795,0.0569838231840795
2024-05-01 4:50:00+07:00,0.10245757146675,0.09819027878387546,0.0,0.07449167939614196,0.0,0.060800760369259466,0.0,0.0
2024-05-01 5:00:00+07:00,0.060800760369259466,0.046670025896155515,0.0,0.05550086917875009,0.04525330001764803,0.06398137295296806,0.06790853597159999,0.06790853597159999
